0, 0.100, 6.016
1, 0.100, 5.962
2, 0.100, 5.983
3, 0.100, 6.363
4, 0.100, 6.889
5, 0.100, 6.016
6, 0.100, 5.993
7, 0.100, 6.001
8, 0.100, 6.005
9, 0.100, 7.076
10, 0.100, 6.010
11, 0.100, 5.998
12, 0.100, 5.993
13, 0.100, 7.516
14, 0.100, 7.753
15, 0.100, 6.537
16, 0.100, 6.700
17, 0.100, 5.984
18, 0.100, 7.502
19, 0.100, 6.031
20, 0.100, 5.994
21, 0.100, 6.010
22, 0.100, 5.989
23, 0.100, 7.489
24, 0.100, 6.543
25, 0.100, 5.998
26, 0.100, 6.894
27, 0.100, 5.998
28, 0.100, 6.004
29, 0.100, 7.743
30, 0.100, 7.271
31, 0.100, 6.372
32, 0.100, 6.884
33, 0.100, 6.010
34, 0.100, 6.725
35, 0.100, 5.999
36, 0.100, 5.990
37, 0.100, 7.711
38, 0.100, 6.014
39, 0.101, 7.090
40, 0.100, 5.971
41, 0.100, 7.272
42, 0.100, 5.972
43, 0.100, 6.261
44, 0.100, 6.014
45, 0.100, 5.977
