Date,Open,High,Low,Close,Volume,,
19-Nov-13,426.8,427.17,424.23,425.42,21599573,9188890345.66,
18-Nov-13,423.96,429.64,422.58,429.64,27856553,11968289430.92,
15-Nov-13,424.97,429.46,421.94,424.14,28581844,12122703314.16,
14-Nov-13,424.97,425.24,421.76,423.5,25416262,10763786957,
13-Nov-13,421.3,423.04,418,420.57,34659167,14576605865.19,
12-Nov-13,411.77,426.34,409.66,423.96,47059321,19951269731.16,
11-Nov-13,417.36,418.92,414.42,416.81,22897931,9544086620.11,
8-Nov-13,412.78,420.84,411.12,419.38,34052600,14280979388,
7-Nov-13,421.67,425.42,417.27,417.63,30308853,12657886278.39,
6-Nov-13,420.75,423.59,420.2,422.77,23899790,10104114218.3,
5-Nov-13,421.67,421.76,416.81,418.46,23003677,9626118677.42,
4-Nov-13,425.42,428.45,420.48,418.63,21837907,9142003007.41,
1-Nov-13,421.67,426.25,418.92,423.08,49674033,21016089881.64,
31-Oct-13,414.24,415.89,407.73,411.58,53067328,21841450858.24,
30-Oct-13,413.97,416.53,412.96,414.52,21974624,9108921140.48,
29-Oct-13,413.4,414.9,412.1,414.9,34758458,14421284224.2,
28-Oct-13,416.44,416.44,412.5,413.42,29478382,12186952686.44,
25-Oct-13,417.18,418.46,414.24,415.71,21921080,9112812166.8,
24-Oct-13,421.48,421.67,417.18,419.65,20775076,8718260643.4,
23-Oct-13,417.27,420.48,0,420.02,25171502,10572534270.04,
22-Oct-13,417.82,420.29,415.43,417.91,22723103,9496211974.73,
21-Oct-13,418,420.57,414.42,417.82,19841727,8290270375.14,
18-Oct-13,420.75,421.48,416.81,417.45,45652897,19057801852.65,
17-Oct-13,412.5,420.4,411.8,420.4,60827755,25571988202,
16-Oct-13,405.62,412.5,405.08,412.5,45028759,18574363087.5,
15-Oct-13,407.82,407.82,403.7,407,35628198,14500676586,
14-Oct-13,404.25,407.92,403.7,406.18,24712313,10037647294.34,
11-Oct-13,400.86,404.16,400.03,402.97,32995013,13296000388.61,
10-Oct-13,396.2,399.5,394.4,398.6,39830809,15876560467.4,
9-Oct-13,397.28,398.75,392.42,394.17,50429913,19877958807.21,
8-Oct-13,399.85,402.69,396.55,400.49,35340757,14153619770.93,
7-Oct-13,403.3,403.5,399.8,401.1,26759235,10733129158.5,
4-Oct-13,403.98,409.2,402.69,405.28,28012688,11352982192.64,
3-Oct-13,403.3,409.2,402.4,407,51880581,21115396467,
2-Oct-13,398.75,401.41,397.38,401.41,28905843,11603094438.63,
1-Oct-13,397.8,399.7,395.3,399.7,42941595,17163755521.5,
30-Sep-13,394.35,398.48,393.07,396,47358640,18754021440,
27-Sep-13,399.21,400.49,395.82,398.2,28700702,11428619536.4,
26-Sep-13,397.3,401.9,396.2,400.6,41265303,16530880381.8,
25-Sep-13,393.98,400.4,393.25,398.48,76289511,30399844343.28,
24-Sep-13,383.99,391.05,383.72,390.68,44032828,17202745243.04,
20-Sep-13,381.3,385,381.3,382.2,67551001,25817992582.2,
19-Sep-13,388.67,388.85,381.61,384.54,63339203,24356457121.62,
18-Sep-13,389.12,390.13,386.28,387.48,29782183,11540000268.84,
17-Sep-13,390.13,392.06,386.74,387.29,35592196,13784501588.84,
16-Sep-13,390.5,392.61,388.12,392.15,35269666,13830999521.9,
13-Sep-13,386.28,389.86,385.46,389.03,34400807,13382945947.21,
12-Sep-13,383.62,385.18,381.52,385.18,37467823,14431856063.14,
11-Sep-13,383.72,385.37,383.08,385.28,52682994,20297703928.32,
10-Sep-13,387.57,387.84,374,381.15,57106663,21766204602.45,
9-Sep-13,385.55,387.11,383.99,385.73,40386916,15578445108.68,
6-Sep-13,383.17,386.47,381.52,386.38,47033452,18172785183.76,
5-Sep-13,383.17,389.4,381.42,386.01,73594815,28408334538.15,
4-Sep-13,375.83,379.78,374.82,379.5,68148208,25862244936,
3-Sep-13,386.74,390.22,366.85,377.46,135932047,51308910460.62,
2-Sep-13,394.17,395.54,389.86,390.87,76638367,29955638509.29,
30-Aug-13,376.84,382.71,376.48,378.12,80513834,30443890912.08,
29-Aug-13,379.5,380.23,371.62,376.39,188765402,71049409658.78,
28-Aug-13,346.68,348.06,343.29,346.46,33248523,11519283278.58,
27-Aug-13,348.98,352.46,348.33,348.52,31125051,10847702774.52,
23-Aug-13,348.06,351.91,347.23,351.1,24578043,8629350897.3,
22-Aug-13,348.15,350.9,347.14,348.42,25900749,9024338966.58,
21-Aug-13,349.52,351.63,348.06,348.33,27366031,9532409578.23,
20-Aug-13,345.86,351.45,345.58,348.7,32903144,11473326312.8,
19-Aug-13,351.54,352.92,347.14,348.06,28303154,9851195781.24,
16-Aug-13,352.46,354.66,350.26,352.55,38352941,13521329349.55,
15-Aug-13,357.78,358.88,351.82,353.56,30270841,10702558543.96,
14-Aug-13,362.08,364.01,357.87,358.05,21229405,7601188460.25,
13-Aug-13,360.89,363.46,359.33,362.45,19494821,7065897871.45,
12-Aug-13,361.72,363.28,357.78,359.7,18822519,6770460084.3,
9-Aug-13,360.98,368.41,359.06,361.55,43677760,15791694128,
8-Aug-13,362.36,363.37,359.06,360.8,24776144,8939232755.2,
7-Aug-13,362.18,365.93,361.99,362.45,33580337,12171193145.65,
6-Aug-13,363.55,364.1,360.89,363.28,24983926,9076160637.28,
5-Aug-13,366.7,368.1,361.5,363,16989806,6167299578,
2-Aug-13,367.58,367.95,364.38,365.48,21337148,7798300851.04,
1-Aug-13,363.64,367.03,362.82,367.03,33025460,12121334583.8,
31-Jul-13,357.04,363.28,357.04,362.08,30482471,11037093099.68,
30-Jul-13,357.5,359,356,357.7,19026523,6805787277.1,
29-Jul-13,354.4,358,354.4,351.4,20846115,7325324811,
26-Jul-13,354.66,356.31,350.9,353.01,18770154,6626052063.54,
25-Jul-13,355.58,356.77,352,354.75,22412197,7950726885.75,
24-Jul-13,357.5,357.87,352.64,354.93,25641277,9100858445.61,
23-Jul-13,356.86,358.05,353.65,354.22,36831293,13046380606.46,
22-Jul-13,355.67,357.22,352,353.5,26885235,9503930572.5,
19-Jul-13,351.45,355.48,350.26,355.39,49037908,17427582124.12,
18-Jul-13,351.18,353.96,349.43,350.81,35646491,12505145507.71,
17-Jul-13,354.48,356.31,349.8,352.55,21671333,7640228449.15,
16-Jul-13,359.33,369.69,354.66,354.66,32986361,11698942792.26,
15-Jul-13,355.7,358.4,354.8,358.4,25328806,9077844070.4,
12-Jul-13,352.82,357.27,352.65,355.3,27502877,9771772198.1,
11-Jul-13,354.57,355.65,350.9,351.18,31299470,10991747874.6,
10-Jul-13,355.48,356.12,346.3,352.92,30936616,10918150518.72,
9-Jul-13,354.02,356.3,351.63,355.58,25496990,9066219704.2,
8-Jul-13,354.66,354.77,350.9,351.82,18749856,6596574337.92,
5-Jul-13,354.84,357.13,349.98,351.54,32607046,11462680950.84,
4-Jul-13,344.58,355.48,343.98,355.48,32039614,11389441984.72,
3-Jul-13,344.76,345.95,341.37,343.48,28236710,9698745150.8,
2-Jul-13,347.42,348.98,341.73,348.15,25858968,9002799709.2,
1-Jul-13,346.13,348.24,336.05,345.77,30190358,10438920085.66,
28-Jun-13,343.75,346.41,336.05,344.39,64494483,22211255000.37,
27-Jun-13,337.15,343.66,334.95,341.64,42446288,14501349832.32,
26-Jun-13,331.1,336.32,329.27,336.14,38229026,12850304799.64,
25-Jun-13,326.52,331.25,322.67,330.37,45167515,14921991930.55,
24-Jun-13,321.38,327.01,320.1,322.48,41335403,13329840759.44,
21-Jun-13,327.34,330.46,322.36,322.39,113908603,36722994521.17,
20-Jun-13,328.99,341.11,324.5,325.88,39427257,12848554511.16,
19-Jun-13,336.78,348.36,332.02,332.66,33505655,11145991192.3,
18-Jun-13,332.38,342.01,330.92,337.98,38916344,13152945945.12,
17-Jun-13,332.02,349.6,331.83,334.95,47938619,16057040434.05,
14-Jun-13,329.82,333.68,327.8,330.09,42642737,14075941056.33,
13-Jun-13,325.92,331.19,323.86,327.62,61363681,20103969169.22,
12-Jun-13,338.52,350.33,330.46,331.83,70383374,23355314994.42,
11-Jun-13,348.79,353.83,348.79,352,34778890,12242169280,
10-Jun-13,349.25,353.01,347.72,351.54,28965683,10182596201.82,
7-Jun-13,345.68,353.47,344.88,351.72,37685799,13254849224.28,
6-Jun-13,345.31,349.16,344.12,344.94,32431998,11187093390.12,8582946964.77269
5-Jun-13,350.26,351.27,343.11,343.75,37100233,12753205093.75,
4-Jun-13,348.15,352.55,347.32,352.09,28930739,10186223894.51,
3-Jun-13,348.87,350.48,344.76,345.77,31723495,10969032866.15,
31-May-13,353.47,355.58,349.25,351.91,49628091,17464621503.81,
30-May-13,352.37,356.68,352.37,353.83,24478655,,
29-May-13,361.17,361.17,352.73,353.74,37389944,,
28-May-13,356.4,365,356.4,362.4,31785542,,
24-May-13,355.58,358.6,354.57,356.68,32896400,,
23-May-13,356.58,358.91,350.77,354.84,48202449,,
22-May-13,366.67,367.86,360.07,360.8,44293037,,
21-May-13,362.54,366.58,359.33,366.48,51113058,,
20-May-13,362.72,364.55,357.32,362.27,25352128,,
17-May-13,361.5,364.8,360.6,362.4,32633400,,
16-May-13,358.78,364.47,358.32,361.26,32026414,,
15-May-13,354.93,359.24,353.1,357.87,32100471,,
14-May-13,355.7,355.7,349.8,354.8,38391682,,
13-May-13,356.77,357.13,354.11,354.75,26806933,,
10-May-13,351.54,356.68,351.54,356.31,33788309,,
9-May-13,353.01,353.56,350.56,352.73,29322022,,
8-May-13,356.58,357.22,352.92,353.92,28272019,,
7-May-13,355.67,357.41,353.38,356.31,29908481,,
3-May-13,354.38,356.76,351.7,355.3,32943983,,
2-May-13,356.49,359,353.19,355.58,29251651,,
1-May-13,360.8,362.48,358.78,359.42,20444981,,
30-Apr-13,360.43,361.62,357.5,359.7,44018132,,
29-Apr-13,361.26,361.99,358.78,360.89,27660513,,
26-Apr-13,358.51,362.47,357.81,361.53,22893819,,
25-Apr-13,357.5,365,356.6,360.1,48598882,,
24-Apr-13,357.5,357.96,353.28,354.2,33735551,,
23-Apr-13,355.58,357.96,353.19,357.59,30599486,,
22-Apr-13,357.41,358.51,355.21,357.13,22649070,,
19-Apr-13,355.3,358.51,352.46,354.29,48215117,,
18-Apr-13,345.77,362.08,345.12,352.92,52850299,,
17-Apr-13,350.62,350.72,344.48,346.96,29221515,,
16-Apr-13,347.97,351.36,346.59,348.15,23531448,,
15-Apr-13,348.61,351.54,345.95,350.17,22673809,,
12-Apr-13,346.96,352.09,346.22,349.34,26729284,,
11-Apr-13,346.7,350,346.1,348,24281869,,
10-Apr-13,344.02,347.97,340.91,346.87,29362052,,
9-Apr-13,342.8,346.9,341.4,343.8,34120577,,
8-Apr-13,334.86,340.45,333.3,338.8,32855908,,
5-Apr-13,338.62,340.45,333.02,334.77,34563170,,
4-Apr-13,339.17,344.39,336.78,338.8,33511201,,
3-Apr-13,339.17,348.42,339.17,339.77,65595027,,
2-Apr-13,342.28,363.43,341.49,352,125095815,,
28-Mar-13,339.99,344.48,339.62,342.1,40735457,,
27-Mar-13,345.4,345.41,335.04,341,52111317,,
26-Mar-13,343.57,344.94,339.62,344.21,31713045,,
25-Mar-13,342.83,350.08,342.19,343.2,63715204,,
22-Mar-13,335.5,338.98,335.32,336.32,33247573,,
21-Mar-13,339.08,339.7,334.49,336.51,37082832,,
20-Mar-13,342.83,343.75,339.3,340.63,39619389,,
19-Mar-13,339.08,346.41,338.98,343.93,52624276,,
18-Mar-13,330.09,341.26,330.09,339.08,46650521,,
15-Mar-13,339.08,344.08,334.4,335.96,70187383,,
14-Mar-13,330.09,339.35,330.09,338.34,49497409,,
13-Mar-13,337.61,338.34,333.3,334.12,43980886,,
12-Mar-13,339.81,341.14,336.97,339.17,37375557,,
11-Mar-13,337.79,343.95,336.37,340.54,41459533,,
8-Mar-13,330,338.14,328.62,337.98,61826822,,
7-Mar-13,330.09,330.92,325.23,327.43,57877378,,
6-Mar-13,324.5,332.57,323.21,330,204976917,,
5-Mar-13,308.18,309.63,306.08,309.1,36197767,,
4-Mar-13,308.55,310.66,306.08,307.45,38390284,,
1-Mar-13,303.42,309.28,302.68,306.2,39614257,,
28-Feb-13,304.33,304.7,301.58,303.51,51770941,,
27-Feb-13,301.58,303.9,299.2,302.68,61743089,,
26-Feb-13,298.65,299.48,296.82,296.82,38911760,,
25-Feb-13,299.66,301.63,297.37,300.85,45353177,,
22-Feb-13,294.34,299.66,294.34,298.92,37582385,,
21-Feb-13,297,297.09,292.96,293.33,43132268,,
20-Feb-13,300.12,300.48,296.71,297.92,49818788,,
19-Feb-13,301.8,302.3,296.1,299.8,78606677,,
18-Feb-13,308,308.18,305.34,305.8,17601223,,
15-Feb-13,305.71,310.76,305.71,307.63,52710556,,
14-Feb-13,313.41,314.45,306.26,307.18,71453824,,
13-Feb-13,317.44,318.32,310.86,314.69,66978472,,
12-Feb-13,317.9,318.68,314.6,318.08,31987748,,
11-Feb-13,318.91,320.63,316.64,318.36,23447128,,
8-Feb-13,319,321.66,318.27,318.82,40791344,,
7-Feb-13,314.42,320.1,313.04,315.06,59034136,,
6-Feb-13,314.69,314.69,311.67,312.31,35579924,,
5-Feb-13,311.67,315.42,309.83,313.96,41833343,,
4-Feb-13,311.5,314.4,310.2,312.6,46980859,,
1-Feb-13,317.62,319.82,316.25,317.99,35685029,,
31-Jan-13,317.72,318.63,313.78,315.52,44087397,,
30-Jan-13,317.26,319.55,316.25,318.08,28945036,,
29-Jan-13,315.24,317.72,315.24,316.98,34416788,,
28-Jan-13,313.68,316.46,312.72,313.68,45826203,,
25-Jan-13,310.29,312.89,308.92,312.12,41679075,,
24-Jan-13,302.41,310.75,300.85,309.19,68311535,,
23-Jan-13,298.47,301.05,294.8,300.02,32236271,,
22-Jan-13,296.27,299.86,293.61,297.73,46569460,,
21-Jan-13,298.1,300.3,296.63,297.46,15924698,,
18-Jan-13,294.43,298.12,293.7,296.72,53247686,,
17-Jan-13,294.16,294.67,291.59,294.52,45194123,,
16-Jan-13,296.27,296.82,292.51,293.33,53313075,,
15-Jan-13,298.83,316.07,295.62,298.83,41707215,,
14-Jan-13,304.33,304.61,299.93,300.39,28254871,,
11-Jan-13,302.59,303.98,300.63,302.87,37292317,,
10-Jan-13,302.13,303.29,299.82,301.58,36477024,,
9-Jan-13,298.83,303.98,290.76,303.42,45021332,,
8-Jan-13,299.02,302.03,297.73,297.73,69007529,,
7-Jan-13,292.69,295.59,292.51,292.69,32709899,,
4-Jan-13,287.83,297.67,287.83,293.42,33815917,,
3-Jan-13,289.48,289.83,285.91,288.57,32821533,,
2-Jan-13,287.56,290.4,283.16,288.66,38981099,,
31-Dec-12,284.26,284.91,282.7,283.16,10187734,,
28-Dec-12,285.63,287.1,284.08,284.9,22895745,,
27-Dec-12,285.18,288,284.35,286.09,22046143,,
24-Dec-12,285.63,287.66,285.08,286.55,12256573,,
21-Dec-12,284.81,287.75,282.98,285.27,72764243,,
20-Dec-12,285.91,289.41,284.99,285.63,39258868,,
19-Dec-12,286,288.77,283.83,287.19,49795751,,
18-Dec-12,289.94,292.14,285.82,286.46,54957136,,
17-Dec-12,288.48,292.54,285.95,290.03,63099850,,
14-Dec-12,297.92,298.92,294.71,295.08,35202790,,
13-Dec-12,295.81,299.57,295.17,297.92,37669136,,
12-Dec-12,295.44,296.98,294.52,296.18,34850634,,
11-Dec-12,295.53,297,295.26,295.72,32547735,,
10-Dec-12,296.82,297.73,294.52,296.18,25607245,,
7-Dec-12,296.27,298.69,295.53,296.72,31114157,,
6-Dec-12,293.15,297.37,291.96,295.99,45101313,,
5-Dec-12,293.15,293.45,290.55,292.14,36940774,,
4-Dec-12,292.6,294,291.32,292.51,35758251,,
3-Dec-12,296.63,296.82,293.42,294.98,28512896,,
30-Nov-12,294.71,297.28,293.42,295.44,50580770,,
29-Nov-12,290.8,294.6,289.7,293.9,43297322,,
28-Nov-12,285.18,290.55,284.26,290.12,47044427,,
27-Nov-12,289.39,290.6,286.37,287.65,36778430,,
26-Nov-12,291.04,293.93,288.84,289.02,32358203,,
23-Nov-12,290.58,292.54,288.25,290.95,26893645,,
22-Nov-12,292.23,292.69,288.02,290.22,26265624,,
21-Nov-12,291.04,294.66,290.22,291.78,42128787,,
20-Nov-12,294.43,299.17,291,297.55,48441329,,
19-Nov-12,290.86,294.83,288.09,294.25,44120101,,
16-Nov-12,292.23,295.26,285.5,289.3,46957580,,
15-Nov-12,295.72,298.65,291.5,291.78,45657139,,
14-Nov-12,298.74,300.92,292.51,294.98,64697430,,
13-Nov-12,297,299.29,287.43,297.92,121274920,,
12-Nov-12,306.81,310.02,304.15,305.43,41055112,,
9-Nov-12,306.81,308.18,303.67,307.27,33424205,,
8-Nov-12,310.38,311.38,307.18,307.27,24506578,,
7-Nov-12,311.21,313.52,307.08,307.45,38473400,,
6-Nov-12,307.72,311.31,307.54,309.83,25140959,,
5-Nov-12,308,308.62,305.34,306.99,26788779,,
2-Nov-12,311.48,312.49,306.67,308.37,54720190,,
1-Nov-12,309.19,313.93,309.17,311.67,28551799,,
31-Oct-12,314.51,317.26,308.3,308.46,45906501,,
30-Oct-12,310.38,314.78,310.38,313.59,19129211,,
29-Oct-12,310.93,312.3,309.65,310.84,19428730,,
26-Oct-12,311.67,313.68,308.82,311.12,48906619,,
25-Oct-12,316.98,318.8,312.4,312.86,43715728,,
24-Oct-12,320.01,322.58,315.92,316.16,41803017,,
23-Oct-12,324.59,325.05,319.09,320.83,33044602,,
22-Oct-12,325.32,327.02,322.64,324.59,24988900,,
19-Oct-12,324.32,326.8,322.67,325.42,36378719,,
18-Oct-12,321.2,326.7,320.38,324.13,64330453,,
17-Oct-12,317.72,321.24,316.25,320.38,48764346,,
16-Oct-12,318.91,319.97,316.62,317.17,38097867,,
15-Oct-12,320.01,321.88,316.98,317.72,35763013,,
12-Oct-12,326.3,326.3,319.9,320.5,44342708,,
11-Oct-12,325.88,328.53,324.68,326.98,24702426,,
10-Oct-12,328.81,329.18,326.42,326.42,22733881,,
9-Oct-12,330.82,331.83,326.79,328.81,25830304,,
8-Oct-12,329.45,332.98,329.45,330.64,15248102,,
5-Oct-12,327.43,332.93,327.43,331.19,41756513,,
4-Oct-12,326.52,327.89,325.14,326.33,28954829,,
3-Oct-12,322.21,326.06,321.29,325.42,25962376,,
2-Oct-12,322.39,324.68,320.92,322.67,27437337,,
1-Oct-12,322.58,324.63,321.38,323.31,31238235,,
28-Sep-12,326.06,326.33,321.66,322.21,49529415,,
27-Sep-12,326.7,327.16,323.22,324.32,26348023,,
26-Sep-12,326.7,327.16,323.58,325.23,28025091,,
25-Sep-12,326.33,329.54,325.42,327.89,25413775,,
24-Sep-12,325.97,326.37,324.04,326.33,26147807,,
21-Sep-12,323.03,327.32,322.3,327.16,72151470,,
20-Sep-12,319.37,322.71,318.83,320.83,42031806,,
19-Sep-12,321.84,323.8,317.81,319.82,36922470,,
