0 ,  ,  ,  , 27.4653072167 , 0.333333333333 , 25
0 , 0.1 , 10 , 0.01 , 22.7954508104 , 0.25272 , 25
0 , 0.1 , 10 , 0.25 , 22.1322370451 , 0.24984 , 25
0 , 0.1 , 10 , 0.5 , 21.7295964068 , 0.2456 , 25
0 , 0.1 , 10 , 0.75 , 21.0493499155 , 0.23852 , 25
0 , 0.1 , 10 , 0.999 , 20.3254869663 , 0.23928 , 25
0 , 0.1 , 20 , 0.01 , 19.5324054553 , 0.23056 , 25
0 , 0.1 , 20 , 0.25 , 18.7005130966 , 0.23 , 25
0 , 0.1 , 20 , 0.5 , 17.8205432962 , 0.21968 , 25
0 , 0.1 , 20 , 0.75 , 16.568416137 , 0.22344 , 25
0 , 0.1 , 20 , 0.999 , 15.4393040799 , 0.21676 , 25
0 , 0.1 , 30 , 0.01 , 17.2119719071 , 0.22092 , 25
0 , 0.1 , 30 , 0.25 , 16.033493019 , 0.22104 , 25
0 , 0.1 , 30 , 0.5 , 14.8479013109 , 0.21732 , 25
0 , 0.1 , 30 , 0.75 , 13.2856822524 , 0.2196 , 25
0 , 0.1 , 30 , 0.999 , 12.4686676657 , 0.21748 , 25
0 , 0.1 , 40 , 0.01 , 14.9215356048 , 0.21736 , 25
0 , 0.1 , 40 , 0.25 , 13.8747356781 , 0.21464 , 25
0 , 0.1 , 40 , 0.5 , 12.2476457568 , 0.2142 , 25
0 , 0.1 , 40 , 0.75 , 11.3314687425 , 0.21656 , 25
0 , 0.1 , 40 , 0.999 , 9.91145209828 , 0.21376 , 25
0 , 0.25 , 10 , 0.01 , 19.2396629953 , 0.2376 , 25
0 , 0.25 , 10 , 0.25 , 17.4710449303 , 0.22576 , 25
0 , 0.25 , 10 , 0.5 , 14.7692352291 , 0.22016 , 25
0 , 0.25 , 10 , 0.75 , 12.2586122519 , 0.21888 , 25
0 , 0.25 , 10 , 0.999 , 10.4974038152 , 0.21564 , 25
0 , 0.25 , 20 , 0.01 , 15.3001668239 , 0.2164 , 25
0 , 0.25 , 20 , 0.25 , 12.1745363694 , 0.21696 , 25
0 , 0.25 , 20 , 0.5 , 9.16972448488 , 0.21452 , 25
0 , 0.25 , 20 , 0.75 , 7.32940762514 , 0.20988 , 25
0 , 0.25 , 20 , 0.999 , 6.11871787271 , 0.20824 , 25
0 , 0.25 , 30 , 0.01 , 12.2876177843 , 0.212 , 25
0 , 0.25 , 30 , 0.25 , 8.95257104357 , 0.2104 , 25
0 , 0.25 , 30 , 0.5 , 6.73523617871 , 0.20656 , 25
0 , 0.25 , 30 , 0.75 , 5.19352030215 , 0.20452 , 25
0 , 0.25 , 30 , 0.999 , 4.14987260649 , 0.20184 , 25
0 , 0.25 , 40 , 0.01 , 10.3020941365 , 0.21196 , 25
0 , 0.25 , 40 , 0.25 , 7.0866036245 , 0.2078 , 25
0 , 0.25 , 40 , 0.5 , 5.43583647196 , 0.20692 , 25
0 , 0.25 , 40 , 0.75 , 4.06045189677 , 0.20292 , 25
0 , 0.25 , 40 , 0.999 , 3.54240188739 , 0.19944 , 25
0 , 0.5 , 10 , 0.01 , 16.2616052511 , 0.24392 , 25
0 , 0.5 , 10 , 0.25 , 12.1976728417 , 0.21716 , 25
