0 , 0 , 0 , 0 , 27.4653072167 , 33.3333333333 , 0 , 25
0 , 0.1 , 10.0 , 0.0 , 19.8408059026 , 60.0 , 0.0 , 25
0 , 0.1 , 20.0 , 0.0 , 11.251146134 , 40.0 , 0.0 , 25
0 , 0.1 , 30.0 , 0.0 , 5.17378915798 , 40.0 , 0.0 , 25
0 , 0.1 , 40.0 , 0.0 , 9.41883953353 , 52.0 , 0.0 , 25
0 , 0.25 , 10.0 , 0.0 , 9.92730655291 , 44.0 , 0.0 , 25
0 , 0.25 , 20.0 , 0.0 , 8.71276746234 , 32.0 , 0.0 , 25
0 , 0.25 , 30.0 , 0.0 , 10.0364474066 , 44.0 , 0.0 , 25
0 , 0.25 , 40.0 , 0.0 , 4.73468961864 , 40.0 , 0.0 , 25
0 , 0.5 , 10.0 , 0.0 , 11.5026345906 , 32.0 , 0.0 , 25
0 , 0.5 , 20.0 , 0.0 , 2.26352704701 , 40.0 , 0.0 , 25
0 , 0.5 , 30.0 , 0.0 , 2.81678236354 , 40.0 , 0.0 , 25
0 , 0.5 , 40.0 , 0.0 , 2.09217674675 , 44.0 , 0.0 , 25
0 , 0.75 , 10.0 , 0.0 , 4.39484428982 , 36.0 , 0.0 , 25
0 , 0.75 , 20.0 , 0.0 , 3.90902347556 , 44.0 , 0.0 , 25
0 , 0.75 , 30.0 , 0.0 , 3.73602534018 , 44.0 , 0.0 , 25
0 , 0.75 , 40.0 , 0.0 , 2.73611992997 , 36.0 , 0.0 , 25
0 , 1.0 , 10.0 , 0.0 , 4.24769571052 , 48.0 , 0.0 , 25
0 , 1.0 , 20.0 , 0.0 , 3.02185491493 , 40.0 , 0.0 , 25
0 , 1.0 , 30.0 , 0.0 , 5.80295033539 , 40.0 , 0.0 , 25
0 , 1.0 , 40.0 , 0.0 , 2.76880567375 , 40.0 , 0.0 , 25
1 , 0 , 0 , 0 , 27.4653072167 , 33.3333333333 , 0 , 25
1 , 0.1 , 10.0 , 0.0 , 22.9433403692 , 44.0 , 0.0 , 25
1 , 0.1 , 20.0 , 0.0 , 10.0101000566 , 64.0 , 0.0 , 25
1 , 0.1 , 30.0 , 0.0 , 8.90511468052 , 52.0 , 0.0 , 25
1 , 0.1 , 40.0 , 0.0 , 5.81504343393 , 64.0 , 0.0 , 25
1 , 0.25 , 10.0 , 0.0 , 11.7349635773 , 56.0 , 0.0 , 25
1 , 0.25 , 20.0 , 0.0 , 5.44948022338 , 56.0 , 0.0 , 25
1 , 0.25 , 30.0 , 0.0 , 2.29414120527 , 64.0 , 0.0 , 25
1 , 0.25 , 40.0 , 0.0 , 2.13912953832 , 60.0 , 0.0 , 25
1 , 0.5 , 10.0 , 0.0 , 14.7164531786 , 60.0 , 0.0 , 25
1 , 0.5 , 20.0 , 0.0 , 5.83010141208 , 64.0 , 0.0 , 25
1 , 0.5 , 30.0 , 0.0 , 4.16143486959 , 64.0 , 0.0 , 25
1 , 0.5 , 40.0 , 0.0 , 4.24970667472 , 60.0 , 0.0 , 25
1 , 0.75 , 10.0 , 0.0 , 10.6071666454 , 72.0 , 0.0 , 25
1 , 0.75 , 20.0 , 0.0 , 6.94447484356 , 72.0 , 0.0 , 25
1 , 0.75 , 30.0 , 0.0 , 8.05093696983 , 64.0 , 0.0 , 25
1 , 0.75 , 40.0 , 0.0 , 5.88048690258 , 64.0 , 0.0 , 25
1 , 1.0 , 10.0 , 0.0 , 12.1891473791 , 64.0 , 0.0 , 25
1 , 1.0 , 20.0 , 0.0 , 12.2151573644 , 64.0 , 0.0 , 25
1 , 1.0 , 30.0 , 0.0 , 8.5180475574 , 60.0 , 0.0 , 25
1 , 1.0 , 40.0 , 0.0 , 10.6336931985 , 56.0 , 0.0 , 25
2 , 0 , 0 , 0 , 27.4653072167 , 33.3333333333 , 0 , 25
2 , 0.1 , 10.0 , 0.0 , 20.9272169373 , 16.0 , 0.0 , 25
2 , 0.1 , 20.0 , 0.0 , 22.0187123831 , 36.0 , 0.0 , 25
