0,0,0,0,27.4653072167,0.333333333333
0,0.1,10,0.01,15.1232926696,0.339021
0,0.1,10,0.25,14.4418476922,0.338911
0,0.1,10,0.5,13.7008520059,0.340307
0,0.1,10,0.75,12.9395777685,0.341009
0,0.1,10,0.999,12.2199133102,0.342364
0,0.1,20,0.01,9.37907993601,0.342294
0,0.1,20,0.25,8.80160818727,0.343293
0,0.1,20,0.5,8.16843494247,0.344672
0,0.1,20,0.75,7.61566342288,0.345566
0,0.1,20,0.999,7.12834190286,0.346307
0,0.1,30,0.01,6.99830158690,0.344603
0,0.1,30,0.25,6.45814899314,0.3462
0,0.1,30,0.5,5.90895055218,0.34749
0,0.1,30,0.75,5.46330661318,0.3480
0,0.1,30,0.999,5.13186295003,0.348532
0,0.1,40,0.01,5.76510120274,0.346035
0,0.1,40,0.25,5.29363596722,0.347548
0,0.1,40,0.5,4.79696933358,0.348959
0,0.1,40,0.75,4.42313138199,0.349597
0,0.1,40,0.999,4.17322420001,0.349604
0,0.25,10,0.01,9.643139312,0.341163
0,0.25,10,0.25,8.29733990793,0.343717
0,0.25,10,0.5,6.97408608851,0.346336
0,0.25,10,0.75,6.00152375057,0.347698
0,0.25,10,0.999,5.33615451273,0.347775
0,0.25,20,0.01,5.9778998012,0.344992
0,0.25,20,0.25,5.12215383358,0.348091
0,0.25,20,0.5,4.2715616110,0.350394
0,0.25,20,0.75,3.75675093915,0.350795
0,0.25,20,0.999,3.43697147044,0.350258
0,0.25,30,0.01,4.96984101007,0.346400
0,0.25,30,0.25,4.33235446374,0.348610
0,0.25,30,0.5,3.59912703846,0.351473
0,0.25,30,0.75,3.21351313625,0.351113
0,0.25,30,0.999,3.02419160037,0.350900
0,0.25,40,0.01,4.57804482534,0.34731
0,0.25,40,0.25,3.98627753598,0.349003
0,0.25,40,0.5,3.3236147141,0.350922
0,0.25,40,0.75,3.01123622175,0.350976
0,0.25,40,0.999,2.90962406749,0.35099
0,0.5,10,0.01,7.4414719109,0.343532
0,0.5,10,0.25,6.12087130769,0.346352
0,0.5,10,0.5,4.68093499630,0.350775
0,0.5,10,0.75,3.73964875427,0.351688
0,0.5,10,0.999,3.22708423166,0.350306
0,0.5,20,0.01,5.05916441403,0.347179
0,0.5,20,0.25,4.53263630967,0.34884
0,0.5,20,0.5,3.74009022670,0.352679
0,0.5,20,0.75,3.10819452531,0.351392
0,0.5,20,0.999,2.88253196532,0.35100
0,0.5,30,0.01,4.40615703496,0.348349
0,0.5,30,0.25,4.04872114491,0.349638
0,0.5,30,0.5,3.51556691823,0.352689
0,0.5,30,0.75,2.95909601099,0.3512
0,0.5,30,0.999,2.86984252672,0.350998
0,0.5,40,0.01,4.09266912415,0.348909
0,0.5,40,0.25,3.80229210287,0.350323
0,0.5,40,0.5,3.41242147585,0.352683
0,0.5,40,0.75,2.90003608165,0.350869
0,0.5,40,0.999,2.86896178085,0.3510
0,0.75,10,0.01,6.62204033828,0.346255
0,0.75,10,0.25,5.07554792819,0.34948
0,0.75,10,0.5,4.49180069431,0.352668
0,0.75,10,0.75,3.41188311837,0.352694
0,0.75,10,0.999,2.92168372838,0.35057
0,0.75,20,0.01,4.76285980585,0.349775
0,0.75,20,0.25,3.69587602047,0.350667
0,0.75,20,0.5,3.80784651339,0.353633
0,0.75,20,0.75,3.13641103300,0.35161
0,0.75,20,0.999,2.86606744459,0.35085
0,0.75,30,0.01,4.25730647162,0.351105
0,0.75,30,0.25,3.37527828876,0.350748
0,0.75,30,0.5,3.48943657248,0.353892
0,0.75,30,0.75,2.99438549648,0.35127
0,0.75,30,0.999,2.86642540060,0.351000
0,0.75,40,0.01,4.00597859766,0.351855
0,0.75,40,0.25,3.23732959893,0.351415
0,0.75,40,0.5,3.32263657493,0.353925
0,0.75,40,0.75,2.92114413224,0.351030
0,0.75,40,0.999,2.86403256129,0.350911
0,1,10,0.01,6.70361991308,0.346798
0,1,10,0.25,4.65749343265,0.353972
