-6811 , 1
-5699 , 1
-5550 , 1
-4843 , 1
-4682 , 1
-4382 , 1
-4000 , 1
-3984 , 1
-3880 , 1
-3828 , 1
-3740 , 1
-3679 , 1
-3620 , 1
-3614 , 1
-3555 , 1
-3413 , 1
-3305 , 1
-3189 , 1
-3150 , 1
-3112 , 1
-3089 , 1
-3088 , 1
-2900 , 1
-2890 , 1
-2614 , 1
-2600 , 1
-2560 , 1
-2522 , 1
-2519 , 1
-2509 , 1
-2400 , 1
-2306 , 1
-2300 , 1
-2292 , 1
-2240 , 1
-2220 , 1
-2180 , 1
-2173 , 1
-2100 , 1
-2042 , 1
-2023 , 1
-1980 , 1
-1928 , 1
-1912 , 1
-1873 , 1
-1871 , 1
-1840 , 1
-1801 , 1
-1770 , 1
-1765 , 1
-1723 , 1
-1701 , 1
-1685 , 1
-1676 , 1
-1672 , 1
-1650 , 1
-1648 , 1
-1640 , 1
-1620 , 1
-1592 , 2
-1562 , 1
-1550 , 1
-1540 , 1
-1536 , 1
-1533 , 1
-1519 , 1
-1504 , 1
-1500 , 1
-1494 , 2
-1492 , 1
-1489 , 1
-1460 , 1
-1459 , 1
-1450 , 1
-1448 , 1
-1434 , 1
-1420 , 1
-1417 , 1
-1410 , 1
-1408 , 1
-1400 , 2
-1391 , 1
-1380 , 1
-1366 , 1
-1317 , 1
-1307 , 1
-1301 , 1
-1296 , 1
-1288 , 1
-1268 , 1
-1267 , 1
-1260 , 1
-1254 , 1
-1250 , 1
-1235 , 1
-1230 , 1
-1193 , 3
-1190 , 1
-1189 , 2
-1188 , 1
-1176 , 1
-1143 , 1
-1100 , 2
-1080 , 1
-1060 , 1
-1050 , 1
-1024 , 1
-1010 , 2
-998 , 1
-990 , 1
-986 , 1
-970 , 1
-967 , 1
-959 , 1
-957 , 1
-950 , 2
-940 , 2
-912 , 1
-908 , 1
-904 , 1
-900 , 1
-894 , 1
-891 , 1
-877 , 1
-871 , 1
-860 , 1
-850 , 1
-845 , 1
-844 , 1
-840 , 1
-830 , 1
-823 , 1
-812 , 1
-810 , 2
-802 , 1
-785 , 2
-780 , 1
-779 , 1
-775 , 1
-760 , 1
-758 , 1
-754 , 1
-750 , 2
-747 , 1
-735 , 1
-732 , 1
-730 , 1
-729 , 1
-728 , 1
-720 , 1
-717 , 1
-712 , 1
-706 , 2
-700 , 1
-695 , 1
-690 , 1
-680 , 1
-678 , 1
-676 , 1
-672 , 1
-670 , 1
-660 , 1
-654 , 1
-650 , 1
-647 , 1
-645 , 1
-642 , 1
-630 , 4
-625 , 1
-620 , 2
-611 , 1
-605 , 1
-600 , 7
-590 , 2
-588 , 2
-580 , 2
-576 , 1
-570 , 1
-565 , 3
-564 , 1
-563 , 1
-560 , 1
-550 , 3
-548 , 1
-547 , 1
-534 , 1
-524 , 1
-522 , 1
-520 , 1
-518 , 1
-515 , 2
-510 , 1
-509 , 1
-500 , 2
-499 , 1
-495 , 3
-494 , 1
-490 , 2
-485 , 1
-484 , 1
-480 , 2
-472 , 1
-470 , 1
-463 , 1
-462 , 1
-450 , 2
-445 , 2
-437 , 1
-430 , 2
-420 , 2
-419 , 1
-416 , 1
-412 , 1
-407 , 1
-406 , 1
-405 , 1
-403 , 1
-401 , 1
-400 , 4
-396 , 1
-392 , 2
-390 , 1
-385 , 1
-380 , 1
-376 , 1
-375 , 1
-370 , 2
-363 , 1
-362 , 1
-357 , 1
-351 , 1
-348 , 1
-342 , 1
-336 , 1
-335 , 1
-330 , 1
-328 , 1
-325 , 1
-324 , 1
-323 , 1
-320 , 2
-315 , 1
-312 , 1
-310 , 5
-302 , 2
-301 , 1
-300 , 7
-298 , 1
-286 , 1
-285 , 1
-284 , 1
-283 , 1
-280 , 1
-275 , 1
-274 , 1
-270 , 1
-269 , 1
-266 , 2
-265 , 1
-260 , 3
-259 , 2
-255 , 2
-250 , 3
-246 , 1
-243 , 1
-242 , 1
-240 , 4
-236 , 1
-235 , 1
-233 , 1
-230 , 2
-228 , 1
-226 , 1
-225 , 2
-223 , 1
-222 , 1
-220 , 4
-219 , 1
-216 , 1
-212 , 1
-211 , 1
-210 , 6
-209 , 1
-207 , 1
-205 , 1
-204 , 1
-200 , 6
-198 , 1
-197 , 1
-196 , 2
-195 , 1
-192 , 1
-190 , 2
-189 , 2
-186 , 1
-184 , 1
-183 , 1
-180 , 8
-179 , 1
-175 , 2
-171 , 2
-170 , 4
-168 , 1
-167 , 1
-166 , 3
-163 , 1
-160 , 2
-156 , 1
-155 , 2
-154 , 1
-153 , 2
-152 , 1
-151 , 1
-150 , 8
-149 , 1
-145 , 3
-144 , 1
-142 , 1
-141 , 1
-140 , 6
-134 , 1
-133 , 1
-130 , 2
-127 , 2
-125 , 1
-123 , 1
-121 , 1
-120 , 6
-119 , 1
-118 , 1
-116 , 2
-115 , 3
-114 , 1
-112 , 1
-111 , 1
-110 , 3
-109 , 1
-108 , 1
-106 , 1
-105 , 3
-101 , 1
-100 , 9
-98 , 1
-97 , 3
-96 , 1
-95 , 2
-94 , 1
-92 , 1
-90 , 3
-89 , 1
-88 , 2
-86 , 1
-84 , 3
-82 , 1
-81 , 2
-80 , 5
-79 , 1
-78 , 2
-77 , 1
-76 , 1
-75 , 5
-73 , 1
-72 , 1
-70 , 3
-69 , 1
-68 , 3
-66 , 1
-63 , 3
-62 , 2
-60 , 6
-58 , 2
-56 , 3
-55 , 1
-54 , 1
-52 , 3
-51 , 1
-50 , 8
-49 , 2
-47 , 2
-45 , 3
-43 , 1
-42 , 3
-41 , 4
-40 , 11
-39 , 2
-38 , 2
-37 , 1
-36 , 2
-35 , 3
-34 , 3
-33 , 1
-32 , 5
-31 , 3
-30 , 8
-28 , 5
-27 , 3
-25 , 2
-24 , 4
-23 , 4
-21 , 3
-20 , 9
-19 , 1
-18 , 4
-17 , 3
-16 , 7
-15 , 10
-14 , 6
-13 , 4
-12 , 7
-11 , 2
-10 , 15
-9 , 5
-8 , 6
-7 , 4
-6 , 5
-5 , 4
-4 , 9
-3 , 4
-2 , 13
-1 , 15
0 , 87
1 , 20
2 , 17
3 , 16
4 , 5
5 , 12
6 , 9
7 , 9
8 , 5
9 , 2
10 , 12
11 , 9
12 , 4
13 , 3
14 , 5
15 , 5
16 , 3
17 , 1
18 , 4
19 , 3
20 , 11
21 , 4
22 , 4
23 , 5
24 , 3
25 , 7
27 , 6
28 , 2
29 , 2
30 , 4
31 , 4
32 , 6
33 , 3
34 , 3
35 , 4
36 , 6
37 , 1
38 , 5
40 , 13
41 , 2
42 , 8
43 , 3
44 , 4
45 , 5
46 , 3
47 , 2
48 , 3
49 , 2
50 , 10
51 , 1
52 , 4
53 , 2
54 , 4
55 , 5
56 , 5
57 , 3
58 , 3
60 , 10
61 , 4
