
0,Associated British Foods Plc,Rolls-Royce Holding,Admiral Group Plc,Associated British Foods Plc,Barclays,GKN,Petrofac Ltd,BP,Shire Plc,GKN,British Land,GKN,Morrison Wm Supermarkets,Barclays,BP,Tesco,Barclays,BAE Systems,Severn Trent,International Consolidated Air,Barclays,Bunzl,Polymetal International,easyJet Plc,GlaxoSmithKline,Fresnillo Plc
19,Sainsbury (J.),Tesco,British Land,Marks&amp;Spencer Group,Vodafone Group Plc,G4S Plc,Tesco,Vodafone Group Plc,Centrica Plc,Glencore,Centrica Plc,Sainsbury (J.),Lloyds Banking Group Plc,Sainsbury (J.),Royal Bank of Scotland Group,Sainsbury (J.),British Land,BP,Old Mutual,Sainsbury (J.),Tesco,Vodafone Group Plc,Legal &amp; General,Aviva Plc,Sainsbury (J.),Glencore,Sainsbury (J.),Aviva Plc,Marks&amp;Spencer Group,Centrica Plc,Aviva Plc,Vodafone Group Plc,Centrica Plc,Legal &amp; General,Glencore,Aviva Plc,Burberry Group,BP,Tesco,ITV Plc,Vodafone Group Plc,Aberdeen Asset Management Plc,Morrison Wm Supermarkets,Barclays,BP,Sainsbury (J.),Morrison Wm Supermarkets,Royal Bank of Scotland Group,Centrica Plc,G4S Plc,Aviva Plc,Standard Life Plc,ITV Plc,Vodafone Group Plc,Barclays,ITV Plc,Tesco,Tesco,Barclays,BP,Kingfisher,G4S Plc,ITV Plc,Aviva Plc,ITV Plc,Aviva Plc,Centrica Plc,BP,Barclays,Aviva Plc,Centrica Plc,Centrica Plc,Vodafone Group Plc,Aviva Plc,Vodafone Group Plc,ITV Plc,Barclays,Centrica Plc,ITV Plc,ITV Plc,ITV Plc,BT Group Plc,Centrica Plc
20,G4S Plc,BT Group Plc,ITV Plc,Vodafone Group Plc,Barclays,Imperial Tobacco,Marks&amp;Spencer Group,Royal Bank of Scotland Group,Marks&amp;Spencer Group,Marks&amp;Spencer Group,Aviva Plc,BT Group Plc,Lloyds Banking Group Plc,National Grid Plc,Royal Bank of Scotland Group,Tesco,Barclays,BAE Systems,Vodafone Group Plc,Whitbread 'A',Compass Group Plc,Barclays,BAE Systems,Imperial Tobacco,BAE Systems,easyJet Plc,Sainsbury (J.),Vodafone Group Plc
21,Petrofac Ltd,Marks&amp;Spencer Group,CRH,Sports Direct International Pl,Mondi Plc,ARM Holdings,Royal Bank of Scotland Group,Aviva Plc,Fresnillo Plc,BAE Systems,Sainsbury (J.),International Consolidated Air,Randgold Resources Ltd,RSA Insurance Group Plc,Aggreko,Tate &amp; Lyle,Aberdeen Asset Management Plc,ARM Holdings,Schroders Plc,SSE,Hargreaves Lansdown Plc,Imperial Tobacco,Rio Tinto,Barclays,Royal Bank of Scotland Group,Vedanta Resources Plc,easyJet Plc
22,HSBC Holdings Plc,Randgold Resources Ltd,Burberry Group,Marks&amp;Spencer Group,Whitbread 'A',Tate &amp; Lyle,easyJet Plc,Imperial Tobacco,Diageo Plc,Croda International,Coca-Cola HBC,Hammerson,Aggreko,William Hill,Aberdeen Asset Management Plc,Whitbread 'A',Tesco,Whitbread 'A',Next,Sports Direct International Pl,Aviva Plc,HSBC Holdings Plc,Associated British Foods Plc,Lloyds Banking Group Plc,Morrison Wm Supermarkets,RSA Insurance Group Plc,Centrica Plc,Glencore,RSA Insurance Group Plc,Unilever,Associated British Foods Plc,Lloyds Banking Group Plc,Aberdeen Asset Management Plc,Vodafone Group Plc,Randgold Resources Ltd,AstraZeneca Plc
23,easyJet Plc,Sainsbury (J.),BT Group Plc,Associated British Foods Plc,Rolls-Royce Holding,Aberdeen Asset Management Plc,ITV Plc,ITV Plc,Travis Perkins Plc,Prudential,Associated British Foods Plc,Associated British Foods Plc,easyJet Plc,Prudential,easyJet Plc,Rolls-Royce Holding
24,Bunzl,Admiral Group Plc,Wolseley,SSE,Bunzl,Aggreko,BT Group Plc,ARM Holdings,Legal &amp; General,Kingfisher,Friends Life Group,National Grid Plc,Legal &amp; General,Legal &amp; General,ARM Holdings,Bunzl,Friends Life Group,International Consolidated Air,Randgold Resources Ltd,easyJet Plc,WPP Plc
25,Admiral Group Plc,AMEC Plc,BAE Systems,Associated British Foods Plc,easyJet Plc,Antofagasta,Diageo Plc,BP,Hargreaves Lansdown Plc,Capita,Bunzl,GlaxoSmithKline,Croda International,Coca-Cola HBC,Anglo American Plc,Glencore,Imperial Tobacco,British American Tobacco Plc,Land Securities Group,British Sky Broadcasting Group,SABMiller Plc,Experian,ITV Plc,Associated British Foods Plc,BP,HSBC Holdings Plc,Admiral Group Plc,BT Group Plc,Legal &amp; General,Rexam Plc,International Consolidated Air,Imperial Tobacco,BAE Systems,Prudential,AMEC Plc,Tesco,Aberdeen Asset Management Plc,InterContinental Hotels Group,British Sky Broadcasting Group,HSBC Holdings Plc,GlaxoSmithKline,Diageo Plc,British Sky Broadcasting Group,Johnson Matthey,Land Securities Group,Melrose Industries,Lloyds Banking Group Plc,Coca-Cola HBC,InterContinental Hotels Group,BP,Aberdeen Asset Management Plc,GlaxoSmithKline,easyJet Plc,Anglo American Plc,Reckitt Benckiser Group,Travis Perkins Plc,AstraZeneca Plc,Croda International,WPP Plc,HSBC Holdings Plc,GKN,Intertek Group,BAE Systems,Babcock Intl Group,Diageo Plc,Lloyds Banking Group Plc,easyJet Plc,Barclays,Aberdeen Asset Management Plc,Associated British Foods Plc,HSBC Holdings Plc,Admiral Group Plc,GlaxoSmithKline,British Land,BAE Systems,Compass Group Plc,BG Group Plc,Centrica Plc,London Stock Exchange Group,Aggreko,AstraZeneca Plc,BHP Billiton Plc,AMEC Plc,Hargreaves Lansdown Plc,Reckitt Benckiser Group,ARM Holdings,Persimmon,Associated British Foods Plc,Babcock Intl Group,Aberdeen Asset Management Plc,Fresnillo Plc,GKN,Mondi Plc,Barclays,GlaxoSmithKline,BG Group Plc,Antofagasta,Coca-Cola HBC,British Land,BP,Associated British Foods Plc,Anglo American Plc,British Sky Broadcasting Group,Aberdeen Asset Management Plc,Antofagasta,easyJet Plc,BT Group Plc
26,Rolls-Royce Holding,Sainsbury (J.),United Utilities Group,Croda International,Vodafone Group Plc,easyJet Plc,Rolls-Royce Holding,Standard Chartered,Antofagasta,Marks&amp;Spencer Group,Hargreaves Lansdown Plc,AstraZeneca Plc,International Consolidated Air,Old Mutual,Barclays,HSBC Holdings Plc,Antofagasta,Lloyds Banking Group Plc,Smith &amp; Nephew
27,Royal Dutch Shell-B Shs,Whitbread 'A',Royal Dutch Shell-A Shs,G4S Plc,easyJet Plc,Shire Plc,Next,Vodafone Group Plc,Glencore,Rio Tinto,Admiral Group Plc,Petrofac Ltd,BP,International Consolidated Air,Croda International,Barclays,ARM Holdings,Lloyds Banking Group Plc,Royal Bank of Scotland Group,Royal Bank of Scotland Group,ARM Holdings,British Sky Broadcasting Group,Royal Bank of Scotland Group,Standard Life Plc,HSBC Holdings Plc,ITV Plc,Morrison Wm Supermarkets,ITV Plc
28,Rolls-Royce Holding,BT Group Plc,Lloyds Banking Group Plc,Smith &amp; Nephew,BAE Systems,Vodafone Group Plc,Smiths Group Plc,Aviva Plc,G4S Plc,Tesco,Compass Group Plc,Kingfisher,BT Group Plc,Shire Plc,Fresnillo Plc,Severn Trent,Antofagasta,British Sky Broadcasting Group,Smiths Group Plc,Pearson,Experian,Glencore,Glencore,Compass Group Plc,Aberdeen Asset Management Plc,Legal &amp; General,Tate &amp; Lyle
29,British Sky Broadcasting Group,Lloyds Banking Group Plc,William Hill,William Hill,Associated British Foods Plc,Vodafone Group Plc,British Sky Broadcasting Group,Lloyds Banking Group Plc,ITV Plc,Lloyds Banking Group Plc,Admiral Group Plc,Barclays,ITV Plc,Barclays,ITV Plc
30,Fresnillo Plc,Morrison Wm Supermarkets,Coca-Cola HBC,Randgold Resources Ltd,BT Group Plc,Aberdeen Asset Management Plc,easyJet Plc,Croda International,Carnival Plc,Smiths Group Plc,Next,Admiral Group Plc,Aviva Plc,Vodafone Group Plc,BP,Next,SABMiller Plc
31,Anglo American Plc,Anglo American Plc,Randgold Resources Ltd,Randgold Resources Ltd,Aggreko,Admiral Group Plc,William Hill,Vedanta Resources Plc,Standard Chartered,Tullow Oil Plc,Fresnillo Plc,Croda International,Petrofac Ltd,Antofagasta,Randgold Resources Ltd,Bunzl,Aggreko,Experian,William Hill,ARM Holdings,Fresnillo Plc,Anglo American Plc
32,Lloyds Banking Group Plc,BP,Vedanta Resources Plc,Capita,International Consolidated Air,BT Group Plc,Travis Perkins Plc,British Land,Aviva Plc,Vodafone Group Plc,Travis Perkins Plc,GKN,Lloyds Banking Group Plc,BT Group Plc,British Land,Diageo Plc,Next,Aviva Plc,Standard Life Plc
33,Lloyds Banking Group Plc,AstraZeneca Plc,Reckitt Benckiser Group,Petrofac Ltd,Aviva Plc,Sainsbury (J.),BAE Systems,William Hill,Kingfisher,Unilever,Aggreko,GlaxoSmithKline,British Land,Burberry Group,Hargreaves Lansdown Plc,Admiral Group Plc,easyJet Plc,Coca-Cola HBC,Associated British Foods Plc,Croda International,Standard Chartered,SABMiller Plc,Unilever,Schroders Plc,Imperial Tobacco,Johnson Matthey,Associated British Foods Plc,Intertek Group,AMEC Plc,Anglo American Plc,Unilever,Randgold Resources Ltd
34,G4S Plc,AMEC Plc,Aberdeen Asset Management Plc,Fresnillo Plc,Antofagasta,Severn Trent,Associated British Foods Plc,CRH,AstraZeneca Plc,Reckitt Benckiser Group,Intertek Group,Randgold Resources Ltd,Next,Admiral Group Plc,National Grid Plc,Croda International,CRH,GKN,Hammerson,British American Tobacco Plc
35,Tesco,Rolls-Royce Holding,HSBC Holdings Plc,BP,Vodafone Group Plc,Burberry Group,Lloyds Banking Group Plc,BT Group Plc,Sainsbury (J.),BP,Royal Bank of Scotland Group,Rolls-Royce Holding,Vodafone Group Plc,Lloyds Banking Group Plc,Standard Chartered,HSBC Holdings Plc,Rolls-Royce Holding,Tesco,Vodafone Group Plc,Lloyds Banking Group Plc,Next,Sainsbury (J.),Hargreaves Lansdown Plc,Associated British Foods Plc,Admiral Group Plc,Anglo American Plc,Randgold Resources Ltd,Shire Plc,Kingfisher,Tullow Oil Plc,Coca-Cola HBC,AMEC Plc,Barclays
36,British Sky Broadcasting Group,British Sky Broadcasting Group,Tesco,Lloyds Banking Group Plc,Kingfisher,Tesco,Vedanta Resources Plc,Schroders Plc,BP,Fresnillo Plc,Antofagasta,Glencore,Aberdeen Asset Management Plc,BHP Billiton Plc,Randgold Resources Ltd,Tullow Oil Plc,Glencore,Anglo American Plc,easyJet Plc,AMEC Plc,Burberry Group,Fresnillo Plc,Sage Group Plc,ARM Holdings,Antofagasta,Standard Life Plc,Burberry Group,Glencore,Diageo Plc,AstraZeneca Plc,TUI Travel Plc,International Consolidated Air,Whitbread 'A',Travis Perkins Plc,HSBC Holdings Plc,SSE,BP,Wolseley,Aggreko,HSBC Holdings Plc
37,RSA Insurance Group Plc,RSA Insurance Group Plc,Anglo American Plc,Associated British Foods Plc,ITV Plc,ITV Plc,Unilever,United Utilities Group,Croda International,Meggitt Plc,Tesco,BT Group Plc,BP,Imperial Tobacco,Barclays
38,Royal Bank of Scotland Group,Lloyds Banking Group Plc,Aviva Plc,easyJet Plc,Rio Tinto,GlaxoSmithKline,Royal Dutch Shell-A Shs,British Sky Broadcasting Group,easyJet Plc,Bunzl,Unilever,Morrison Wm Supermarkets,Coca-Cola HBC,Babcock Intl Group,Johnson Matthey,AstraZeneca Plc,Next,InterContinental Hotels Group,BG Group Plc,AstraZeneca Plc,Johnson Matthey,Next,AstraZeneca Plc,InterContinental Hotels Group,Johnson Matthey,InterContinental Hotels Group,Next,InterContinental Hotels Group,AstraZeneca Plc,Next,Next,Johnson Matthey,InterContinental Hotels Group,AstraZeneca Plc,AstraZeneca Plc,Next,Johnson Matthey,InterContinental Hotels Group
39,British Sky Broadcasting Group,British Sky Broadcasting Group,Lloyds Banking Group Plc,G4S Plc,International Consolidated Air,Lloyds Banking Group Plc,Babcock Intl Group,Imperial Tobacco,easyJet Plc,Imperial Tobacco,Randgold Resources Ltd,Randgold Resources Ltd,Lloyds Banking Group Plc,easyJet Plc,International Consolidated Air,Babcock Intl Group,G4S Plc,Melrose Industries
40,Fresnillo Plc,Antofagasta,Antofagasta,Associated British Foods Plc,ARM Holdings,Aggreko,ARM Holdings,Rio Tinto,Vedanta Resources Plc,Petrofac Ltd,Aberdeen Asset Management Plc,G4S Plc,Wolseley,AMEC Plc,Barclays,Standard Life Plc,British Sky Broadcasting Group,Standard Chartered,Coca-Cola HBC,Tullow Oil Plc,Sports Direct International Pl,GKN,Next,Burberry Group,AstraZeneca Plc,Reed Elsevier Plc,Glencore,Experian,Anglo American Plc,Rio Tinto,Randgold Resources Ltd,Weir Group,Hammerson,Hammerson,British American Tobacco Plc,GlaxoSmithKline,BHP Billiton Plc,SABMiller Plc,Croda International,Imperial Tobacco
41,Pearson,RSA Insurance Group Plc,BHP Billiton Plc,Rio Tinto,Imperial Tobacco,Anglo American Plc,Antofagasta,Randgold Resources Ltd,SABMiller Plc,Experian,BG Group Plc,Experian,Unilever,Petrofac Ltd,Tullow Oil Plc,Aberdeen Asset Management Plc,Anglo American Plc
42,AMEC Plc,International Consolidated Air,Associated British Foods Plc,Hargreaves Lansdown Plc,Next,Legal &amp; General,G4S Plc,Whitbread 'A',easyJet Plc,Babcock Intl Group,TUI Travel Plc,Shire Plc,Aberdeen Asset Management Plc,Land Securities Group,Associated British Foods Plc,ARM Holdings,Vodafone Group Plc,Johnson Matthey,Persimmon,ITV Plc,Hargreaves Lansdown Plc,Rolls-Royce Holding,Carnival Plc,AMEC Plc,Petrofac Ltd,Legal &amp; General,Weir Group,Admiral Group Plc,CRH,Schroders Plc,Land Securities Group,AstraZeneca Plc,Babcock Intl Group,Sports Direct International Pl
43,BAE Systems,Burberry Group,Rio Tinto,Barclays,Schroders Plc,Rio Tinto,Aviva Plc,Aberdeen Asset Management Plc,Aberdeen Asset Management Plc,easyJet Plc,Schroders Plc,Barclays,Schroders Plc,Rolls-Royce Holding,TUI Travel Plc,easyJet Plc,Burberry Group,Centrica Plc,Vedanta Resources Plc,Fresnillo Plc,Fresnillo Plc,Barclays,Burberry Group
44,Diageo Plc,Tate &amp; Lyle,IMI,GlaxoSmithKline,Aberdeen Asset Management Plc,British Land,National Grid Plc,Tate &amp; Lyle,Aggreko,BAE Systems,GlaxoSmithKline,Vodafone Group Plc,AstraZeneca Plc,Imperial Tobacco,Polymetal International,Admiral Group Plc,Aberdeen Asset Management Plc,easyJet Plc,Weir Group,Standard Chartered,Schroders Plc,ITV Plc,British American Tobacco Plc,Next,Burberry Group,BHP Billiton Plc,BP,ARM Holdings,Aberdeen Asset Management Plc,Whitbread 'A',BT Group Plc
45,Croda International,Lloyds Banking Group Plc,Croda International,easyJet Plc,IMI,Glencore,BHP Billiton Plc,Vedanta Resources Plc,Next,Randgold Resources Ltd,British Sky Broadcasting Group,GlaxoSmithKline,Lloyds Banking Group Plc,Barclays,RSA Insurance Group Plc,Unilever,Bunzl,Glencore,Lloyds Banking Group Plc,Randgold Resources Ltd,IMI,Hargreaves Lansdown Plc,Tesco,British American Tobacco Plc,ITV Plc
