0,0.420586510264,822.5,547.2,300.39941349,2066.6,370.534581773,-1460.5,-309.9,-877.9,213.921051496,240.9,1065.64436673,967.1,0.120518016034,129.2,313.4,1037.9727557,136.11,558.3,-75.7,85.8027090124,66.3,-1635.59,427.8,-48.5,1025.0
1,195.01,58.304,3.825,182.3,31.017,18.2206923077,18.315,122.04,6.58,29.8413846154,2.813,6.5,109.295,22.945,20.72,96.2334615385,0.831,0.775,19.904,0.16,-33.95,-77.25,6.31,-14.73,1.45,-8.98,16.38,-1409.18,-3.64,0.911,-5.235,134.603461538,5.0,6.63
2,72.8,550.4,37.18,390.6,1198.1,371.0,359.1,42.0,-165.5,286.730769231,131.0,1893.4,513.7,-99.1007692308,108.5,133.2,42.6,-323.0,151.7,233.95,407.5,1684.48971963,147.0,181.5,475.43,-595.4,-509.1,458.410280374,428.8325,684.6875
3,1.98,-129.4,-17.31,-153.310909091,-538.23,-296.9,-52.2790909091,43.4596577017,-77.17,318.7,-1295.12,-1848.1,4192.008,496.769989282,-461.86,823.468410758,-263.56,392.092,171.446259378,377.60193154,61.2537513398,-356.8
4,-198.5,-139.6,-0.5,-4.0,-13.58,-517.89,-103.17,33.1,249.9,-9.2,-6.0,-25.54,3.95,-24.13,-5.0,4012.5,0.5,1.65,27.89
5,140.05,224.54,107.76,212.47,430.9,142.03,-351.8,-227.75,-187.82,-93.7,-110.1,-578.02,223.32,1504.5,599.0,-37.95,330.1,136.63,-179.9,-149.56,-479.71,-369.59,505.9,145.8,439.8,-113.7,35.42,358.5,118.76,129.8,3022.3,642.1
6,200.98,95.32,44.79,-12.33,-95.59,-184.69,-139.4,479.9,105.15,248.96,137.51,-1443.83,-76.73,52.71,532.48,889.08,4.9,303.65,201.77,-97.78,653.3,2010.72,880.1,35.4,-1190.1,-258.01,-1099.8,-569.73,-72.47,258.07,-39.31,32.34,369.0,1107.9,56.02,-786.9,-458.49,-685.9,-493.36,-108.36,-398.3,208.0,443.4,239.6,272.4,71.1,219.5,-850.1,-1313.3,-263.0,-287.81,-633.4,-235.9,280.2
7,-1172.04,-1236.0,-12.0585714286,157.3,-988.7,119.96,379.6,761.5,-5.29142857143,1804.8,464.13,7.25,70.03,25.78,10.63,20.76,55.1,47.0,180.1,512.4,3.49,-77.47,-100.07,-3.05,2893.9,35.2,341.2,117.2,-223.99,742.9,-328.2,-249.6,32.46,80.33,568.3,675.3,602.2,855.1,690.5,315.1,455.8,190.7
8,277.24,439.0,1193.2,262.9,-560.0,1421.9,96.8,262.3,750.1,222.27,398.6,539.8,579.3,254.4,852.22,-3189.1,-3097.1,-892.87,-1305.9,111.1,634.5,846.2,-1149.7,872.75,375.7,169.04,-1267.3,617.03,-1255.31,2160.42,-687.5,-629.2,-1717.2,293.606995074,180.524790419,304.104297782,259.211736527
9,327.5,253.6,205.66,393.4,906.3,433.3,1906.1,437.5,1248.41,103.7,134.8,99.4,-308.1,533.4,174.3,118.06,297.0,239.13
