Date,Open,High,Low,Close,Volume
14-Apr-11,554.00,559.50,549.50,553.50,1865057
13-Apr-11,545.00,558.50,541.50,554.00,2033940
12-Apr-11,541.00,543.50,535.00,542.00,2220776
11-Apr-11,538.50,547.00,537.00,543.00,1983733
8-Apr-11,547.00,554.00,543.00,548.50,3363966
7-Apr-11,552.50,554.50,540.00,543.50,1594936
6-Apr-11,553.00,556.50,550.00,551.50,1487294
5-Apr-11,555.00,564.32,548.50,551.50,1720976
4-Apr-11,547.50,556.00,541.66,554.50,2348003
1-Apr-11,562.00,562.00,546.50,548.00,2836581
31-Mar-11,566.50,568.00,556.00,558.00,2701747
30-Mar-11,565.50,569.50,562.00,565.50,694680
29-Mar-11,568.00,568.00,556.00,563.00,1205653
28-Mar-11,565.50,571.50,559.00,568.00,1232638
25-Mar-11,575.50,577.50,563.50,564.00,829613
24-Mar-11,569.00,577.50,569.00,574.50,681321
23-Mar-11,563.00,573.50,563.00,572.00,2181238
22-Mar-11,576.50,576.50,564.50,564.50,1052624
21-Mar-11,571.00,579.00,568.59,575.50,971309
18-Mar-11,567.00,572.00,564.00,565.50,2108234
17-Mar-11,557.50,569.50,555.00,566.00,1700090
16-Mar-11,571.50,573.00,556.00,556.00,1565095
15-Mar-11,572.50,574.50,564.00,571.00,1822682
14-Mar-11,575.50,583.50,572.16,581.50,1469968
11-Mar-11,585.00,589.00,575.50,575.50,952287
10-Mar-11,593.00,595.00,584.50,589.50,1635264
9-Mar-11,587.00,605.00,586.58,596.50,1531739
8-Mar-11,600.50,602.50,588.50,591.00,1939275
7-Mar-11,617.00,619.00,598.00,599.50,2650593
4-Mar-11,597.00,628.50,592.50,618.50,3012464
3-Mar-11,577.00,594.00,577.00,591.50,1849228
2-Mar-11,561.00,582.50,465.50,579.50,3527657
1-Mar-11,550.00,561.50,547.00,554.00,2193471
28-Feb-11,553.50,558.00,544.00,544.50,1674529
25-Feb-11,543.50,556.50,543.50,553.50,305400985
24-Feb-11,527.00,554.50,527.00,543.50,109261081
23-Feb-11,531.50,536.50,523.50,529.50,1716890
22-Feb-11,541.50,542.97,524.00,532.50,4423863
21-Feb-11,544.50,548.00,543.50,544.50,714659
18-Feb-11,543.50,546.50,540.50,545.50,963764
17-Feb-11,544.50,545.50,540.00,543.50,1290390
16-Feb-11,551.00,555.50,540.00,543.00,2587400
15-Feb-11,560.50,563.00,541.00,551.00,1258098
14-Feb-11,554.50,563.50,554.50,561.84,2339913
11-Feb-11,554.50,557.50,546.50,551.00,1053305
10-Feb-11,551.50,557.50,547.00,557.00,1975773
9-Feb-11,557.50,558.50,552.00,553.00,850143
8-Feb-11,552.00,558.00,552.00,557.00,752766
7-Feb-11,554.00,556.50,551.50,554.50,803769
4-Feb-11,554.00,556.50,551.00,553.00,485307
3-Feb-11,552.50,556.00,552.00,554.50,610200
2-Feb-11,554.50,557.50,550.50,553.50,1295974
1-Feb-11,553.50,558.50,550.50,555.00,1695489
31-Jan-11,554.50,556.00,551.00,551.00,1130020
28-Jan-11,556.00,561.00,552.00,557.00,1085001
27-Jan-11,558.00,560.50,550.50,557.00,1313754
26-Jan-11,558.50,562.50,554.50,558.00,890348
25-Jan-11,560.00,560.00,552.00,554.00,1847367
24-Jan-11,557.50,562.50,555.00,558.00,1668922
21-Jan-11,557.50,565.50,556.00,558.00,1928439
20-Jan-11,558.00,561.00,551.00,557.50,1272365
19-Jan-11,574.50,575.00,559.00,560.00,1015053
18-Jan-11,565.50,577.00,565.50,573.50,1368897
17-Jan-11,559.50,570.00,559.50,566.00,1112998
14-Jan-11,556.00,560.50,549.00,559.00,1459691
13-Jan-11,563.50,567.00,554.50,555.00,920443
12-Jan-11,565.50,570.50,563.00,565.00,1125898
11-Jan-11,558.00,567.50,555.50,564.00,1251054
10-Jan-11,553.50,555.00,548.50,550.00,654774
7-Jan-11,562.00,563.50,551.50,554.00,1345652
6-Jan-11,572.50,576.00,562.00,562.00,1262909
5-Jan-11,568.50,571.50,563.50,569.50,1394101
4-Jan-11,572.00,572.00,562.00,570.00,1810506
31-Dec-10,571.00,573.00,555.50,555.50,235864
30-Dec-10,579.00,579.00,567.50,570.50,614565
29-Dec-10,586.50,590.50,576.00,576.00,493538
24-Dec-10,-,-,-,588.00,0
23-Dec-10,585.50,585.50,577.50,583.50,493536
22-Dec-10,585.00,587.00,582.00,584.50,726967
21-Dec-10,587.50,596.50,583.00,585.50,1157753
20-Dec-10,588.00,591.50,582.00,587.50,927475
17-Dec-10,595.50,600.00,584.50,589.00,1796337
16-Dec-10,575.50,599.50,575.50,597.00,2533726
15-Dec-10,575.00,581.50,572.50,573.50,1375384
14-Dec-10,566.50,577.50,566.50,577.50,988153
13-Dec-10,573.50,577.50,565.50,565.50,677848
10-Dec-10,580.50,582.00,572.00,573.00,532649
9-Dec-10,571.00,587.00,571.00,579.00,2019674
8-Dec-10,563.00,568.00,560.00,567.00,2106737
7-Dec-10,570.50,574.50,564.00,565.00,1616685
6-Dec-10,568.50,574.50,568.00,571.50,794232
3-Dec-10,569.00,572.00,565.50,565.50,665694
2-Dec-10,556.50,572.50,556.50,570.50,2062681
1-Dec-10,545.50,557.50,541.50,555.00,2612567
30-Nov-10,551.50,553.50,541.50,542.50,2370203
29-Nov-10,561.00,563.50,550.00,550.00,1222145
26-Nov-10,556.00,569.00,555.50,561.00,1365086
