0, 0.500, 9.976
1, 0.500, 10.004
2, 0.500, 10.013
3, 0.500, 10.686
4, 0.500, 11.454
5, 0.500, 10.022
6, 0.500, 9.970
7, 0.500, 10.006
8, 0.500, 10.000
9, 0.501, 11.779
10, 0.500, 9.994
11, 0.500, 10.000
12, 0.500, 9.981
13, 0.500, 12.480
14, 0.500, 12.947
15, 0.500, 10.908
16, 0.500, 11.183
17, 0.500, 9.992
18, 0.500, 12.490
19, 0.500, 10.018
20, 0.499, 9.994
21, 0.499, 9.980
22, 0.500, 10.018
23, 0.500, 12.560
24, 0.499, 10.911
25, 0.499, 9.986
26, 0.500, 11.499
27, 0.500, 9.978
28, 0.500, 9.984
29, 0.500, 12.883
30, 0.500, 12.125
31, 0.500, 10.673
32, 0.500, 11.437
33, 0.500, 10.042
34, 0.499, 11.152
35, 0.500, 9.988
36, 0.500, 9.991
37, 0.501, 12.876
38, 0.500, 9.991
39, 0.500, 11.772
40, 0.500, 10.004
41, 0.500, 12.114
42, 0.500, 10.025
43, 0.499, 10.447
44, 0.500, 10.005
45, 0.500, 10.000
