0, 0.143, 6.981
1, 0.144, 7.022
2, 0.143, 6.986
3, 0.143, 7.461
4, 0.143, 8.040
5, 0.143, 6.995
6, 0.143, 7.008
7, 0.143, 6.999
8, 0.143, 6.993
9, 0.143, 8.273
10, 0.143, 6.996
11, 0.143, 7.023
12, 0.143, 7.031
13, 0.143, 8.772
14, 0.143, 9.032
15, 0.143, 7.644
16, 0.143, 7.862
17, 0.143, 6.995
18, 0.143, 8.784
19, 0.143, 6.963
20, 0.142, 6.978
21, 0.143, 6.983
22, 0.143, 7.018
23, 0.143, 8.741
24, 0.142, 7.592
25, 0.143, 7.006
26, 0.143, 8.020
27, 0.143, 7.003
28, 0.143, 6.987
29, 0.143, 9.030
30, 0.143, 8.461
31, 0.143, 7.470
32, 0.143, 8.026
33, 0.143, 7.003
34, 0.142, 7.812
35, 0.143, 7.003
36, 0.143, 6.973
37, 0.143, 9.040
38, 0.143, 7.024
39, 0.143, 8.238
40, 0.143, 7.006
41, 0.144, 8.509
42, 0.143, 7.011
43, 0.143, 7.315
44, 0.143, 6.995
45, 0.143, 6.982
